
--- TABLA 5: DETALLE DE ASIGNACIÓN DE CLIENTES ---
Cliente      | Instalación     | Demanda | Asignada | Porcentaje (%)
Cliente 1001 | Instalación 68  | 10,00   | 10,00    | 100,0 %       
Cliente 1002 | Instalación 388 | 15,00   | 15,00    | 100,0 %       
Cliente 1003 | Instalación 233 | 5,00    | 5,00     | 100,0 %       
Cliente 1004 | Instalación 257 | 15,00   | 15,00    | 100,0 %       
Cliente 1005 | Instalación 251 | 12,00   | 12,00    | 100,0 %       
Cliente 1006 | Instalación 394 | 12,00   | 12,00    | 100,0 %       
Cliente 1007 | Instalación 106 | 11,00   | 11,00    | 100,0 %       
Cliente 1008 | Instalación 356 | 18,00   | 18,00    | 100,0 %       
Cliente 1009 | Instalación 334 | 5,00    | 5,00     | 100,0 %       
Cliente 1010 | Instalación 177 | 18,00   | 18,00    | 100,0 %       
Cliente 1011 | Instalación 194 | 11,00   | 6,00     | 54,5 %        
Cliente 1011 | Instalación 453 | 11,00   | 5,00     | 45,5 %        
Cliente 1012 | Instalación 383 | 17,00   | 1,00     | 5,9 %         
Cliente 1012 | Instalación 407 | 17,00   | 16,00    | 94,1 %        
Cliente 1013 | Instalación 23  | 7,00    | 7,00     | 100,0 %       
Cliente 1014 | Instalación 20  | 5,00    | 5,00     | 100,0 %       
Cliente 1015 | Instalación 106 | 5,00    | 5,00     | 100,0 %       
Cliente 1016 | Instalación 488 | 12,00   | 12,00    | 100,0 %       
Cliente 1017 | Instalación 18  | 13,00   | 13,00    | 100,0 %       
Cliente 1018 | Instalación 184 | 7,00    | 7,00     | 100,0 %       
Cliente 1019 | Instalación 50  | 15,00   | 15,00    | 100,0 %       
Cliente 1020 | Instalación 300 | 5,00    | 5,00     | 100,0 %       
Cliente 1021 | Instalación 461 | 20,00   | 20,00    | 100,0 %       
Cliente 1022 | Instalación 103 | 20,00   | 20,00    | 100,0 %       
Cliente 1023 | Instalación 48  | 17,00   | 17,00    | 100,0 %       
Cliente 1024 | Instalación 143 | 13,00   | 13,00    | 100,0 %       
Cliente 1025 | Instalación 48  | 11,00   | 11,00    | 100,0 %       
Cliente 1026 | Instalación 177 | 7,00    | 7,00     | 100,0 %       
Cliente 1027 | Instalación 458 | 12,00   | 12,00    | 100,0 %       
Cliente 1028 | Instalación 59  | 14,00   | 1,00     | 7,1 %         
Cliente 1028 | Instalación 251 | 14,00   | 13,00    | 92,9 %        
Cliente 1029 | Instalación 172 | 17,00   | 17,00    | 100,0 %       
Cliente 1030 | Instalación 343 | 8,00    | 8,00     | 100,0 %       
Cliente 1031 | Instalación 204 | 10,00   | 10,00    | 100,0 %       
Cliente 1032 | Instalación 300 | 18,00   | 18,00    | 100,0 %       
Cliente 1033 | Instalación 436 | 19,00   | 19,00    | 100,0 %       
Cliente 1034 | Instalación 112 | 10,00   | 10,00    | 100,0 %       
Cliente 1035 | Instalación 39  | 18,00   | 18,00    | 100,0 %       
Cliente 1036 | Instalación 6   | 6,00    | 5,00     | 83,3 %        
Cliente 1036 | Instalación 401 | 6,00    | 1,00     | 16,7 %        
Cliente 1037 | Instalación 143 | 16,00   | 16,00    | 100,0 %       
Cliente 1038 | Instalación 156 | 10,00   | 10,00    | 100,0 %       
Cliente 1039 | Instalación 297 | 6,00    | 6,00     | 100,0 %       
Cliente 1040 | Instalación 49  | 17,00   | 11,00    | 64,7 %        
Cliente 1040 | Instalación 59  | 17,00   | 6,00     | 35,3 %        
Cliente 1041 | Instalación 364 | 16,00   | 16,00    | 100,0 %       
Cliente 1042 | Instalación 289 | 8,00    | 8,00     | 100,0 %       
Cliente 1043 | Instalación 413 | 8,00    | 4,00     | 50,0 %        
Cliente 1043 | Instalación 455 | 8,00    | 4,00     | 50,0 %        
Cliente 1044 | Instalación 479 | 13,00   | 13,00    | 100,0 %       
Cliente 1045 | Instalación 171 | 15,00   | 15,00    | 100,0 %       
Cliente 1046 | Instalación 343 | 19,00   | 19,00    | 100,0 %       
Cliente 1047 | Instalación 56  | 12,00   | 12,00    | 100,0 %       
Cliente 1048 | Instalación 365 | 14,00   | 14,00    | 100,0 %       
Cliente 1049 | Instalación 458 | 14,00   | 14,00    | 100,0 %       
Cliente 1050 | Instalación 405 | 7,00    | 7,00     | 100,0 %       
Cliente 1051 | Instalación 287 | 5,00    | 5,00     | 100,0 %       
Cliente 1052 | Instalación 351 | 5,00    | 5,00     | 100,0 %       
Cliente 1053 | Instalación 295 | 7,00    | 7,00     | 100,0 %       
Cliente 1054 | Instalación 478 | 8,00    | 8,00     | 100,0 %       
Cliente 1055 | Instalación 496 | 5,00    | 5,00     | 100,0 %       
Cliente 1056 | Instalación 301 | 6,00    | 6,00     | 100,0 %       
Cliente 1057 | Instalación 464 | 9,00    | 9,00     | 100,0 %       
Cliente 1058 | Instalación 49  | 17,00   | 4,00     | 23,5 %        
Cliente 1058 | Instalación 332 | 17,00   | 13,00    | 76,5 %        
Cliente 1059 | Instalación 66  | 20,00   | 20,00    | 100,0 %       
Cliente 1060 | Instalación 483 | 19,00   | 19,00    | 100,0 %       
Cliente 1061 | Instalación 59  | 5,00    | 5,00     | 100,0 %       
Cliente 1062 | Instalación 266 | 10,00   | 10,00    | 100,0 %       
Cliente 1063 | Instalación 23  | 12,00   | 9,00     | 75,0 %        
Cliente 1063 | Instalación 137 | 12,00   | 3,00     | 25,0 %        
Cliente 1064 | Instalación 376 | 6,00    | 6,00     | 100,0 %       
Cliente 1065 | Instalación 113 | 11,00   | 11,00    | 100,0 %       
Cliente 1066 | Instalación 457 | 8,00    | 8,00     | 100,0 %       
Cliente 1067 | Instalación 112 | 18,00   | 18,00    | 100,0 %       
Cliente 1068 | Instalación 109 | 10,00   | 10,00    | 100,0 %       
Cliente 1069 | Instalación 233 | 18,00   | 18,00    | 100,0 %       
Cliente 1070 | Instalación 441 | 13,00   | 13,00    | 100,0 %       
Cliente 1071 | Instalación 479 | 5,00    | 5,00     | 100,0 %       
Cliente 1072 | Instalación 254 | 20,00   | 20,00    | 100,0 %       
Cliente 1073 | Instalación 420 | 20,00   | 20,00    | 100,0 %       
Cliente 1074 | Instalación 417 | 6,00    | 6,00     | 100,0 %       
Cliente 1075 | Instalación 255 | 5,00    | 5,00     | 100,0 %       
Cliente 1076 | Instalación 187 | 9,00    | 9,00     | 100,0 %       
Cliente 1077 | Instalación 300 | 13,00   | 13,00    | 100,0 %       
Cliente 1078 | Instalación 457 | 14,00   | 14,00    | 100,0 %       
Cliente 1079 | Instalación 490 | 8,00    | 8,00     | 100,0 %       
Cliente 1080 | Instalación 244 | 13,00   | 13,00    | 100,0 %       
Cliente 1081 | Instalación 436 | 10,00   | 10,00    | 100,0 %       
Cliente 1082 | Instalación 484 | 16,00   | 16,00    | 100,0 %       
Cliente 1083 | Instalación 338 | 18,00   | 18,00    | 100,0 %       
Cliente 1084 | Instalación 79  | 20,00   | 20,00    | 100,0 %       
Cliente 1085 | Instalación 302 | 9,00    | 9,00     | 100,0 %       
Cliente 1086 | Instalación 406 | 9,00    | 2,00     | 22,2 %        
Cliente 1086 | Instalación 473 | 9,00    | 7,00     | 77,8 %        
Cliente 1087 | Instalación 250 | 18,00   | 18,00    | 100,0 %       
Cliente 1088 | Instalación 133 | 20,00   | 20,00    | 100,0 %       
Cliente 1089 | Instalación 151 | 20,00   | 3,00     | 15,0 %        
Cliente 1089 | Instalación 287 | 20,00   | 17,00    | 85,0 %        
Cliente 1090 | Instalación 262 | 19,00   | 19,00    | 100,0 %       
Cliente 1091 | Instalación 185 | 19,00   | 19,00    | 100,0 %       
Cliente 1092 | Instalación 167 | 7,00    | 7,00     | 100,0 %       
Cliente 1093 | Instalación 7   | 11,00   | 11,00    | 100,0 %       
Cliente 1094 | Instalación 250 | 13,00   | 13,00    | 100,0 %       
Cliente 1095 | Instalación 483 | 13,00   | 13,00    | 100,0 %       
Cliente 1096 | Instalación 152 | 15,00   | 15,00    | 100,0 %       
Cliente 1097 | Instalación 159 | 9,00    | 4,00     | 44,4 %        
Cliente 1097 | Instalación 241 | 9,00    | 5,00     | 55,6 %        
Cliente 1098 | Instalación 335 | 6,00    | 6,00     | 100,0 %       
Cliente 1099 | Instalación 491 | 10,00   | 10,00    | 100,0 %       
Cliente 1100 | Instalación 152 | 19,00   | 4,00     | 21,1 %        
Cliente 1100 | Instalación 493 | 19,00   | 15,00    | 78,9 %        
Cliente 1101 | Instalación 397 | 11,00   | 11,00    | 100,0 %       
Cliente 1102 | Instalación 206 | 20,00   | 20,00    | 100,0 %       
Cliente 1103 | Instalación 488 | 9,00    | 9,00     | 100,0 %       
Cliente 1104 | Instalación 496 | 8,00    | 8,00     | 100,0 %       
Cliente 1105 | Instalación 479 | 5,00    | 5,00     | 100,0 %       
Cliente 1106 | Instalación 475 | 8,00    | 8,00     | 100,0 %       
Cliente 1107 | Instalación 267 | 15,00   | 15,00    | 100,0 %       
Cliente 1108 | Instalación 81  | 8,00    | 1,00     | 12,5 %        
Cliente 1108 | Instalación 334 | 8,00    | 1,00     | 12,5 %        
Cliente 1108 | Instalación 395 | 8,00    | 2,00     | 25,0 %        
Cliente 1108 | Instalación 425 | 8,00    | 4,00     | 50,0 %        
Cliente 1109 | Instalación 429 | 20,00   | 20,00    | 100,0 %       
Cliente 1110 | Instalación 87  | 9,00    | 9,00     | 100,0 %       
Cliente 1111 | Instalación 479 | 20,00   | 20,00    | 100,0 %       
Cliente 1112 | Instalación 483 | 15,00   | 15,00    | 100,0 %       
Cliente 1113 | Instalación 69  | 6,00    | 6,00     | 100,0 %       
Cliente 1114 | Instalación 79  | 13,00   | 13,00    | 100,0 %       
Cliente 1115 | Instalación 181 | 7,00    | 7,00     | 100,0 %       
Cliente 1116 | Instalación 7   | 19,00   | 7,00     | 36,8 %        
Cliente 1116 | Instalación 465 | 19,00   | 12,00    | 63,2 %        
Cliente 1117 | Instalación 91  | 19,00   | 19,00    | 100,0 %       
Cliente 1118 | Instalación 335 | 19,00   | 1,00     | 5,3 %         
Cliente 1118 | Instalación 433 | 19,00   | 18,00    | 94,7 %        
Cliente 1119 | Instalación 85  | 11,00   | 11,00    | 100,0 %       
Cliente 1120 | Instalación 495 | 19,00   | 19,00    | 100,0 %       
Cliente 1121 | Instalación 485 | 5,00    | 5,00     | 100,0 %       
Cliente 1122 | Instalación 222 | 10,00   | 10,00    | 100,0 %       
Cliente 1123 | Instalación 429 | 12,00   | 12,00    | 100,0 %       
Cliente 1124 | Instalación 280 | 16,00   | 16,00    | 100,0 %       
Cliente 1125 | Instalación 475 | 9,00    | 9,00     | 100,0 %       
Cliente 1126 | Instalación 47  | 20,00   | 20,00    | 100,0 %       
Cliente 1127 | Instalación 7   | 9,00    | 9,00     | 100,0 %       
Cliente 1128 | Instalación 430 | 18,00   | 18,00    | 100,0 %       
Cliente 1129 | Instalación 296 | 7,00    | 7,00     | 100,0 %       
Cliente 1130 | Instalación 133 | 20,00   | 19,00    | 95,0 %        
Cliente 1130 | Instalación 396 | 20,00   | 1,00     | 5,0 %         
Cliente 1131 | Instalación 23  | 10,00   | 10,00    | 100,0 %       
Cliente 1132 | Instalación 491 | 18,00   | 18,00    | 100,0 %       
Cliente 1133 | Instalación 131 | 20,00   | 20,00    | 100,0 %       
Cliente 1134 | Instalación 278 | 10,00   | 10,00    | 100,0 %       
Cliente 1135 | Instalación 135 | 14,00   | 14,00    | 100,0 %       
Cliente 1136 | Instalación 81  | 15,00   | 6,00     | 40,0 %        
Cliente 1136 | Instalación 403 | 15,00   | 9,00     | 60,0 %        
Cliente 1137 | Instalación 433 | 20,00   | 20,00    | 100,0 %       
Cliente 1138 | Instalación 335 | 20,00   | 20,00    | 100,0 %       
Cliente 1139 | Instalación 184 | 14,00   | 14,00    | 100,0 %       
Cliente 1140 | Instalación 212 | 5,00    | 5,00     | 100,0 %       
Cliente 1141 | Instalación 347 | 9,00    | 9,00     | 100,0 %       
Cliente 1142 | Instalación 42  | 18,00   | 11,00    | 61,1 %        
Cliente 1142 | Instalación 46  | 18,00   | 3,00     | 16,7 %        
Cliente 1142 | Instalación 159 | 18,00   | 3,00     | 16,7 %        
Cliente 1142 | Instalación 479 | 18,00   | 1,00     | 5,6 %         
Cliente 1143 | Instalación 125 | 18,00   | 18,00    | 100,0 %       
Cliente 1144 | Instalación 255 | 7,00    | 7,00     | 100,0 %       
Cliente 1145 | Instalación 482 | 5,00    | 5,00     | 100,0 %       
Cliente 1146 | Instalación 184 | 10,00   | 10,00    | 100,0 %       
Cliente 1147 | Instalación 31  | 17,00   | 12,00    | 70,6 %        
Cliente 1147 | Instalación 475 | 17,00   | 5,00     | 29,4 %        
Cliente 1148 | Instalación 409 | 10,00   | 10,00    | 100,0 %       
Cliente 1149 | Instalación 268 | 14,00   | 14,00    | 100,0 %       
Cliente 1150 | Instalación 7   | 17,00   | 2,00     | 11,8 %        
Cliente 1150 | Instalación 59  | 17,00   | 15,00    | 88,2 %        
Cliente 1151 | Instalación 468 | 19,00   | 19,00    | 100,0 %       
Cliente 1152 | Instalación 11  | 19,00   | 3,00     | 15,8 %        
Cliente 1152 | Instalación 85  | 19,00   | 15,00    | 78,9 %        
Cliente 1152 | Instalación 301 | 19,00   | 1,00     | 5,3 %         
Cliente 1153 | Instalación 73  | 20,00   | 13,00    | 65,0 %        
Cliente 1153 | Instalación 340 | 20,00   | 7,00     | 35,0 %        
Cliente 1154 | Instalación 301 | 15,00   | 15,00    | 100,0 %       
Cliente 1155 | Instalación 413 | 7,00    | 7,00     | 100,0 %       
Cliente 1156 | Instalación 187 | 17,00   | 2,00     | 11,8 %        
Cliente 1156 | Instalación 212 | 17,00   | 15,00    | 88,2 %        
Cliente 1157 | Instalación 45  | 20,00   | 20,00    | 100,0 %       
Cliente 1158 | Instalación 279 | 12,00   | 12,00    | 100,0 %       
Cliente 1159 | Instalación 186 | 5,00    | 1,00     | 20,0 %        
Cliente 1159 | Instalación 400 | 5,00    | 4,00     | 80,0 %        
Cliente 1160 | Instalación 147 | 15,00   | 15,00    | 100,0 %       
Cliente 1161 | Instalación 107 | 10,00   | 10,00    | 100,0 %       
Cliente 1162 | Instalación 430 | 8,00    | 8,00     | 100,0 %       
Cliente 1163 | Instalación 110 | 9,00    | 9,00     | 100,0 %       
Cliente 1164 | Instalación 185 | 5,00    | 5,00     | 100,0 %       
Cliente 1165 | Instalación 391 | 12,00   | 12,00    | 100,0 %       
Cliente 1166 | Instalación 186 | 11,00   | 11,00    | 100,0 %       
Cliente 1167 | Instalación 276 | 12,00   | 12,00    | 100,0 %       
Cliente 1168 | Instalación 368 | 13,00   | 13,00    | 100,0 %       
Cliente 1169 | Instalación 302 | 5,00    | 5,00     | 100,0 %       
Cliente 1170 | Instalación 156 | 7,00    | 7,00     | 100,0 %       
Cliente 1171 | Instalación 347 | 13,00   | 13,00    | 100,0 %       
Cliente 1172 | Instalación 400 | 16,00   | 16,00    | 100,0 %       
Cliente 1173 | Instalación 257 | 14,00   | 14,00    | 100,0 %       
Cliente 1174 | Instalación 368 | 16,00   | 16,00    | 100,0 %       
Cliente 1175 | Instalación 66  | 10,00   | 10,00    | 100,0 %       
Cliente 1176 | Instalación 47  | 10,00   | 10,00    | 100,0 %       
Cliente 1177 | Instalación 338 | 12,00   | 12,00    | 100,0 %       
Cliente 1178 | Instalación 441 | 12,00   | 12,00    | 100,0 %       
Cliente 1179 | Instalación 306 | 15,00   | 15,00    | 100,0 %       
Cliente 1180 | Instalación 182 | 18,00   | 18,00    | 100,0 %       
Cliente 1181 | Instalación 278 | 14,00   | 14,00    | 100,0 %       
Cliente 1182 | Instalación 474 | 5,00    | 5,00     | 100,0 %       
Cliente 1183 | Instalación 255 | 16,00   | 16,00    | 100,0 %       
Cliente 1184 | Instalación 478 | 8,00    | 8,00     | 100,0 %       
Cliente 1185 | Instalación 107 | 6,00    | 6,00     | 100,0 %       
Cliente 1186 | Instalación 187 | 5,00    | 5,00     | 100,0 %       
Cliente 1187 | Instalación 213 | 5,00    | 5,00     | 100,0 %       
Cliente 1188 | Instalación 133 | 19,00   | 19,00    | 100,0 %       
Cliente 1189 | Instalación 222 | 17,00   | 5,00     | 29,4 %        
Cliente 1189 | Instalación 300 | 17,00   | 12,00    | 70,6 %        
Cliente 1190 | Instalación 294 | 10,00   | 10,00    | 100,0 %       
Cliente 1191 | Instalación 232 | 19,00   | 19,00    | 100,0 %       
Cliente 1192 | Instalación 184 | 19,00   | 19,00    | 100,0 %       
Cliente 1193 | Instalación 415 | 9,00    | 9,00     | 100,0 %       
Cliente 1194 | Instalación 485 | 19,00   | 19,00    | 100,0 %       
Cliente 1195 | Instalación 87  | 14,00   | 14,00    | 100,0 %       
Cliente 1196 | Instalación 359 | 6,00    | 6,00     | 100,0 %       
Cliente 1197 | Instalación 476 | 10,00   | 10,00    | 100,0 %       
Cliente 1198 | Instalación 68  | 14,00   | 13,00    | 92,9 %        
Cliente 1198 | Instalación 191 | 14,00   | 1,00     | 7,1 %         
Cliente 1199 | Instalación 480 | 7,00    | 7,00     | 100,0 %       
Cliente 1200 | Instalación 478 | 15,00   | 15,00    | 100,0 %       
Cliente 1201 | Instalación 311 | 15,00   | 15,00    | 100,0 %       
Cliente 1202 | Instalación 300 | 11,00   | 11,00    | 100,0 %       
Cliente 1203 | Instalación 16  | 8,00    | 8,00     | 100,0 %       
Cliente 1204 | Instalación 223 | 10,00   | 10,00    | 100,0 %       
Cliente 1205 | Instalación 22  | 12,00   | 12,00    | 100,0 %       
Cliente 1206 | Instalación 52  | 20,00   | 20,00    | 100,0 %       
Cliente 1207 | Instalación 181 | 12,00   | 12,00    | 100,0 %       
Cliente 1208 | Instalación 46  | 20,00   | 20,00    | 100,0 %       
Cliente 1209 | Instalación 427 | 18,00   | 18,00    | 100,0 %       
Cliente 1210 | Instalación 169 | 7,00    | 3,00     | 42,9 %        
Cliente 1210 | Instalación 230 | 7,00    | 3,00     | 42,9 %        
Cliente 1210 | Instalación 364 | 7,00    | 1,00     | 14,3 %        
Cliente 1211 | Instalación 46  | 10,00   | 10,00    | 100,0 %       
Cliente 1212 | Instalación 107 | 11,00   | 11,00    | 100,0 %       
Cliente 1213 | Instalación 169 | 18,00   | 18,00    | 100,0 %       
Cliente 1214 | Instalación 261 | 8,00    | 8,00     | 100,0 %       
Cliente 1215 | Instalación 257 | 12,00   | 12,00    | 100,0 %       
Cliente 1216 | Instalación 269 | 6,00    | 6,00     | 100,0 %       
Cliente 1217 | Instalación 150 | 5,00    | 2,00     | 40,0 %        
Cliente 1217 | Instalación 158 | 5,00    | 3,00     | 60,0 %        
Cliente 1218 | Instalación 412 | 6,00    | 6,00     | 100,0 %       
Cliente 1219 | Instalación 372 | 8,00    | 8,00     | 100,0 %       
Cliente 1220 | Instalación 338 | 16,00   | 16,00    | 100,0 %       
Cliente 1221 | Instalación 64  | 12,00   | 1,00     | 8,3 %         
Cliente 1221 | Instalación 214 | 12,00   | 11,00    | 91,7 %        
Cliente 1222 | Instalación 56  | 16,00   | 16,00    | 100,0 %       
Cliente 1223 | Instalación 335 | 14,00   | 14,00    | 100,0 %       
Cliente 1224 | Instalación 455 | 6,00    | 6,00     | 100,0 %       
Cliente 1225 | Instalación 76  | 8,00    | 8,00     | 100,0 %       
Cliente 1226 | Instalación 83  | 10,00   | 10,00    | 100,0 %       
Cliente 1227 | Instalación 33  | 9,00    | 9,00     | 100,0 %       
Cliente 1228 | Instalación 343 | 7,00    | 4,00     | 57,1 %        
Cliente 1228 | Instalación 485 | 7,00    | 3,00     | 42,9 %        
Cliente 1229 | Instalación 340 | 8,00    | 8,00     | 100,0 %       
Cliente 1230 | Instalación 143 | 6,00    | 6,00     | 100,0 %       
Cliente 1231 | Instalación 197 | 19,00   | 9,00     | 47,4 %        
Cliente 1231 | Instalación 204 | 19,00   | 10,00    | 52,6 %        
Cliente 1232 | Instalación 426 | 19,00   | 19,00    | 100,0 %       
Cliente 1233 | Instalación 232 | 19,00   | 4,00     | 21,1 %        
Cliente 1233 | Instalación 456 | 19,00   | 15,00    | 78,9 %        
Cliente 1234 | Instalación 232 | 17,00   | 17,00    | 100,0 %       
Cliente 1235 | Instalación 22  | 11,00   | 11,00    | 100,0 %       
Cliente 1236 | Instalación 102 | 6,00    | 6,00     | 100,0 %       
Cliente 1237 | Instalación 10  | 5,00    | 5,00     | 100,0 %       
Cliente 1238 | Instalación 241 | 19,00   | 19,00    | 100,0 %       
Cliente 1239 | Instalación 131 | 12,00   | 8,00     | 66,7 %        
Cliente 1239 | Instalación 460 | 12,00   | 4,00     | 33,3 %        
Cliente 1240 | Instalación 152 | 20,00   | 20,00    | 100,0 %       
Cliente 1241 | Instalación 407 | 20,00   | 20,00    | 100,0 %       
Cliente 1242 | Instalación 77  | 10,00   | 10,00    | 100,0 %       
Cliente 1243 | Instalación 254 | 20,00   | 20,00    | 100,0 %       
Cliente 1244 | Instalación 109 | 14,00   | 14,00    | 100,0 %       
Cliente 1245 | Instalación 251 | 12,00   | 12,00    | 100,0 %       
Cliente 1246 | Instalación 81  | 14,00   | 10,00    | 71,4 %        
Cliente 1246 | Instalación 369 | 14,00   | 1,00     | 7,1 %         
Cliente 1246 | Instalación 425 | 14,00   | 3,00     | 21,4 %        
Cliente 1247 | Instalación 212 | 16,00   | 16,00    | 100,0 %       
Cliente 1248 | Instalación 314 | 15,00   | 10,00    | 66,7 %        
Cliente 1248 | Instalación 411 | 15,00   | 5,00     | 33,3 %        
Cliente 1249 | Instalación 76  | 19,00   | 19,00    | 100,0 %       
Cliente 1250 | Instalación 37  | 9,00    | 9,00     | 100,0 %       
Cliente 1251 | Instalación 66  | 18,00   | 18,00    | 100,0 %       
Cliente 1252 | Instalación 308 | 15,00   | 15,00    | 100,0 %       
Cliente 1253 | Instalación 167 | 11,00   | 11,00    | 100,0 %       
Cliente 1254 | Instalación 217 | 20,00   | 20,00    | 100,0 %       
Cliente 1255 | Instalación 178 | 18,00   | 18,00    | 100,0 %       
Cliente 1256 | Instalación 152 | 7,00    | 4,00     | 57,1 %        
Cliente 1256 | Instalación 339 | 7,00    | 3,00     | 42,9 %        
Cliente 1257 | Instalación 367 | 19,00   | 19,00    | 100,0 %       
Cliente 1258 | Instalación 430 | 6,00    | 6,00     | 100,0 %       
Cliente 1259 | Instalación 268 | 13,00   | 13,00    | 100,0 %       
Cliente 1260 | Instalación 14  | 17,00   | 17,00    | 100,0 %       
Cliente 1261 | Instalación 422 | 9,00    | 9,00     | 100,0 %       
Cliente 1262 | Instalación 455 | 14,00   | 14,00    | 100,0 %       
Cliente 1263 | Instalación 269 | 6,00    | 6,00     | 100,0 %       
Cliente 1264 | Instalación 185 | 17,00   | 17,00    | 100,0 %       
Cliente 1265 | Instalación 267 | 10,00   | 10,00    | 100,0 %       
Cliente 1266 | Instalación 147 | 15,00   | 15,00    | 100,0 %       
Cliente 1267 | Instalación 197 | 12,00   | 12,00    | 100,0 %       
Cliente 1268 | Instalación 451 | 11,00   | 11,00    | 100,0 %       
Cliente 1269 | Instalación 178 | 5,00    | 5,00     | 100,0 %       
Cliente 1270 | Instalación 237 | 8,00    | 8,00     | 100,0 %       
Cliente 1271 | Instalación 83  | 5,00    | 5,00     | 100,0 %       
Cliente 1272 | Instalación 231 | 10,00   | 10,00    | 100,0 %       
Cliente 1273 | Instalación 306 | 6,00    | 6,00     | 100,0 %       
Cliente 1274 | Instalación 214 | 8,00    | 8,00     | 100,0 %       
Cliente 1275 | Instalación 7   | 18,00   | 1,00     | 5,6 %         
Cliente 1275 | Instalación 332 | 18,00   | 17,00    | 94,4 %        
Cliente 1276 | Instalación 462 | 19,00   | 19,00    | 100,0 %       
