
--- TABLA 7: DESGLOSE DETALLADO DE COSTES VARIABLES DE TRANSPORTE ---
Cliente      | Instalación     | Cantidad (q) | Coste Unitario (c) | Subtotal
Cliente 1060 | Instalación 483 | 19,00        | 2,00               | 38,00   
Cliente 1061 | Instalación 59  | 5,00         | 4,00               | 20,00   
Cliente 1062 | Instalación 266 | 10,00        | 4,00               | 40,00   
Cliente 1063 | Instalación 23  | 9,00         | 3,00               | 27,00   
Cliente 1063 | Instalación 137 | 3,00         | 3,00               | 9,00    
Cliente 1064 | Instalación 376 | 6,00         | 3,00               | 18,00   
Cliente 1065 | Instalación 113 | 11,00        | 6,00               | 66,00   
Cliente 1066 | Instalación 457 | 8,00         | 1,00               | 8,00    
Cliente 1067 | Instalación 112 | 18,00        | 6,00               | 108,00  
Cliente 1068 | Instalación 109 | 10,00        | 3,00               | 30,00   
Cliente 1069 | Instalación 233 | 18,00        | 8,00               | 144,00  
Cliente 1070 | Instalación 441 | 13,00        | 6,00               | 78,00   
Cliente 1071 | Instalación 479 | 5,00         | 6,00               | 30,00   
Cliente 1072 | Instalación 254 | 20,00        | 6,00               | 120,00  
Cliente 1073 | Instalación 420 | 20,00        | 3,00               | 60,00   
Cliente 1074 | Instalación 417 | 6,00         | 4,00               | 24,00   
Cliente 1075 | Instalación 255 | 5,00         | 5,00               | 25,00   
Cliente 1076 | Instalación 187 | 9,00         | 9,00               | 81,00   
Cliente 1077 | Instalación 300 | 13,00        | 11,00              | 143,00  
Cliente 1078 | Instalación 457 | 14,00        | 6,00               | 84,00   
Cliente 1079 | Instalación 490 | 8,00         | 2,00               | 16,00   
Cliente 1080 | Instalación 244 | 13,00        | 5,00               | 65,00   
Cliente 1081 | Instalación 436 | 10,00        | 0,00               | 0,00    
Cliente 1082 | Instalación 484 | 16,00        | 1,00               | 16,00   
Cliente 1083 | Instalación 338 | 18,00        | 4,00               | 72,00   
Cliente 1084 | Instalación 79  | 20,00        | 4,00               | 80,00   
Cliente 1085 | Instalación 302 | 9,00         | 4,00               | 36,00   
Cliente 1086 | Instalación 406 | 2,00         | 5,00               | 10,00   
Cliente 1086 | Instalación 473 | 7,00         | 5,00               | 35,00   
Cliente 1087 | Instalación 250 | 18,00        | 6,00               | 108,00  
Cliente 1088 | Instalación 133 | 20,00        | 0,00               | 0,00    
Cliente 1089 | Instalación 151 | 3,00         | 4,00               | 12,00   
Cliente 1089 | Instalación 287 | 17,00        | 1,00               | 17,00   
Cliente 1090 | Instalación 262 | 19,00        | 1,00               | 19,00   
Cliente 1091 | Instalación 185 | 19,00        | 9,00               | 171,00  
Cliente 1092 | Instalación 167 | 7,00         | 2,00               | 14,00   
Cliente 1093 | Instalación 7   | 11,00        | 1,00               | 11,00   
Cliente 1094 | Instalación 250 | 13,00        | 2,00               | 26,00   
Cliente 1095 | Instalación 483 | 13,00        | 3,00               | 39,00   
Cliente 1096 | Instalación 152 | 15,00        | 5,00               | 75,00   
Cliente 1097 | Instalación 159 | 4,00         | 5,00               | 20,00   
Cliente 1097 | Instalación 241 | 5,00         | 6,00               | 30,00   
Cliente 1098 | Instalación 335 | 6,00         | 1,00               | 6,00    
Cliente 1099 | Instalación 491 | 10,00        | 2,00               | 20,00   
Cliente 1100 | Instalación 152 | 4,00         | 6,00               | 24,00   
Cliente 1100 | Instalación 493 | 15,00        | 8,00               | 120,00  
Cliente 1101 | Instalación 397 | 11,00        | 3,00               | 33,00   
Cliente 1102 | Instalación 206 | 20,00        | 4,00               | 80,00   
Cliente 1103 | Instalación 488 | 9,00         | 3,00               | 27,00   
Cliente 1104 | Instalación 496 | 8,00         | 4,00               | 32,00   
Cliente 1105 | Instalación 479 | 5,00         | 5,00               | 25,00   
Cliente 1106 | Instalación 475 | 8,00         | 5,00               | 40,00   
Cliente 1107 | Instalación 267 | 15,00        | 5,00               | 75,00   
Cliente 1108 | Instalación 81  | 1,00         | 8,00               | 8,00    
Cliente 1108 | Instalación 334 | 1,00         | 8,00               | 8,00    
Cliente 1108 | Instalación 395 | 2,00         | 4,00               | 8,00    
Cliente 1108 | Instalación 425 | 4,00         | 9,00               | 36,00   
Cliente 1109 | Instalación 429 | 20,00        | 3,00               | 60,00   
Cliente 1110 | Instalación 87  | 9,00         | 2,00               | 18,00   
Cliente 1111 | Instalación 479 | 20,00        | 2,00               | 40,00   
Cliente 1112 | Instalación 483 | 15,00        | 6,00               | 90,00   
Cliente 1113 | Instalación 69  | 6,00         | 4,00               | 24,00   
Cliente 1114 | Instalación 79  | 13,00        | 6,00               | 78,00   
Cliente 1115 | Instalación 181 | 7,00         | 2,00               | 14,00   
Cliente 1116 | Instalación 7   | 7,00         | 5,00               | 35,00   
Cliente 1116 | Instalación 465 | 12,00        | 5,00               | 60,00   
Cliente 1117 | Instalación 91  | 19,00        | 4,00               | 76,00   
Cliente 1118 | Instalación 335 | 1,00         | 2,00               | 2,00    
Cliente 1118 | Instalación 433 | 18,00        | 3,00               | 54,00   
Cliente 1119 | Instalación 85  | 11,00        | 2,00               | 22,00   
Cliente 1120 | Instalación 495 | 19,00        | 5,00               | 95,00   
Cliente 1121 | Instalación 485 | 5,00         | 1,00               | 5,00    
Cliente 1122 | Instalación 222 | 10,00        | 3,00               | 30,00   
Cliente 1123 | Instalación 429 | 12,00        | 5,00               | 60,00   
Cliente 1124 | Instalación 280 | 16,00        | 3,00               | 48,00   
Cliente 1125 | Instalación 475 | 9,00         | 2,00               | 18,00   
Cliente 1126 | Instalación 47  | 20,00        | 2,00               | 40,00   
Cliente 1127 | Instalación 7   | 9,00         | 7,00               | 63,00   
Cliente 1128 | Instalación 430 | 18,00        | 1,00               | 18,00   
Cliente 1129 | Instalación 296 | 7,00         | 2,00               | 14,00   
Cliente 1130 | Instalación 133 | 19,00        | 3,00               | 57,00   
Cliente 1130 | Instalación 396 | 1,00         | 2,00               | 2,00    
Cliente 1131 | Instalación 23  | 10,00        | 1,00               | 10,00   
Cliente 1132 | Instalación 491 | 18,00        | 2,00               | 36,00   
Cliente 1133 | Instalación 131 | 20,00        | 1,00               | 20,00   
Cliente 1134 | Instalación 278 | 10,00        | 4,00               | 40,00   
Cliente 1135 | Instalación 135 | 14,00        | 2,00               | 28,00   
Cliente 1136 | Instalación 81  | 6,00         | 6,00               | 36,00   
Cliente 1136 | Instalación 403 | 9,00         | 2,00               | 18,00   
Cliente 1137 | Instalación 433 | 20,00        | 1,00               | 20,00   
Cliente 1138 | Instalación 335 | 20,00        | 3,00               | 60,00   
Cliente 1139 | Instalación 184 | 14,00        | 1,00               | 14,00   
Cliente 1140 | Instalación 212 | 5,00         | 4,00               | 20,00   
Cliente 1141 | Instalación 347 | 9,00         | 2,00               | 18,00   
Cliente 1142 | Instalación 42  | 11,00        | 3,00               | 33,00   
Cliente 1142 | Instalación 46  | 3,00         | 9,00               | 27,00   
Cliente 1142 | Instalación 159 | 3,00         | 5,00               | 15,00   
Cliente 1142 | Instalación 479 | 1,00         | 6,00               | 6,00    
Cliente 1143 | Instalación 125 | 18,00        | 2,00               | 36,00   
Cliente 1144 | Instalación 255 | 7,00         | 2,00               | 14,00   
Cliente 1145 | Instalación 482 | 5,00         | 1,00               | 5,00    
Cliente 1146 | Instalación 184 | 10,00        | 1,00               | 10,00   
Cliente 1147 | Instalación 31  | 12,00        | 6,00               | 72,00   
Cliente 1147 | Instalación 475 | 5,00         | 8,00               | 40,00   
Cliente 1148 | Instalación 409 | 10,00        | 1,00               | 10,00   
Cliente 1149 | Instalación 268 | 14,00        | 0,00               | 0,00    
Cliente 1150 | Instalación 7   | 2,00         | 1,00               | 2,00    
Cliente 1150 | Instalación 59  | 15,00        | 8,00               | 120,00  
Cliente 1151 | Instalación 468 | 19,00        | 4,00               | 76,00   
Cliente 1152 | Instalación 11  | 3,00         | 9,00               | 27,00   
Cliente 1152 | Instalación 85  | 15,00        | 8,00               | 120,00  
Cliente 1152 | Instalación 301 | 1,00         | 8,00               | 8,00    
Cliente 1153 | Instalación 73  | 13,00        | 1,00               | 13,00   
Cliente 1153 | Instalación 340 | 7,00         | 2,00               | 14,00   
Cliente 1154 | Instalación 301 | 15,00        | 7,00               | 105,00  
Cliente 1155 | Instalación 413 | 7,00         | 5,00               | 35,00   
Cliente 1156 | Instalación 187 | 2,00         | 2,00               | 4,00    
Cliente 1156 | Instalación 212 | 15,00        | 3,00               | 45,00   
Cliente 1157 | Instalación 45  | 20,00        | 1,00               | 20,00   
Cliente 1158 | Instalación 279 | 12,00        | 4,00               | 48,00   
Cliente 1159 | Instalación 186 | 1,00         | 7,00               | 7,00    
Cliente 1159 | Instalación 400 | 4,00         | 7,00               | 28,00   
Cliente 1160 | Instalación 147 | 15,00        | 2,00               | 30,00   
Cliente 1161 | Instalación 107 | 10,00        | 9,00               | 90,00   
Cliente 1162 | Instalación 430 | 8,00         | 4,00               | 32,00   
Cliente 1163 | Instalación 110 | 9,00         | 4,00               | 36,00   
Cliente 1164 | Instalación 185 | 5,00         | 1,00               | 5,00    
Cliente 1165 | Instalación 391 | 12,00        | 10,00              | 120,00  
Cliente 1166 | Instalación 186 | 11,00        | 2,00               | 22,00   
Cliente 1167 | Instalación 276 | 12,00        | 2,00               | 24,00   
Cliente 1168 | Instalación 368 | 13,00        | 3,00               | 39,00   
Cliente 1169 | Instalación 302 | 5,00         | 7,00               | 35,00   
Cliente 1170 | Instalación 156 | 7,00         | 3,00               | 21,00   
Cliente 1171 | Instalación 347 | 13,00        | 3,00               | 39,00   
Cliente 1172 | Instalación 400 | 16,00        | 5,00               | 80,00   
Cliente 1173 | Instalación 257 | 14,00        | 3,00               | 42,00   
Cliente 1174 | Instalación 368 | 16,00        | 1,00               | 16,00   
Cliente 1175 | Instalación 66  | 10,00        | 7,00               | 70,00   
Cliente 1176 | Instalación 47  | 10,00        | 5,00               | 50,00   
Cliente 1177 | Instalación 338 | 12,00        | 2,00               | 24,00   
Cliente 1178 | Instalación 441 | 12,00        | 4,00               | 48,00   
Cliente 1179 | Instalación 306 | 15,00        | 2,00               | 30,00   
Cliente 1180 | Instalación 182 | 18,00        | 4,00               | 72,00   
Cliente 1181 | Instalación 278 | 14,00        | 1,00               | 14,00   
Cliente 1182 | Instalación 474 | 5,00         | 5,00               | 25,00   
Cliente 1183 | Instalación 255 | 16,00        | 4,00               | 64,00   
Cliente 1184 | Instalación 478 | 8,00         | 3,00               | 24,00   
Cliente 1185 | Instalación 107 | 6,00         | 6,00               | 36,00   
Cliente 1186 | Instalación 187 | 5,00         | 7,00               | 35,00   
Cliente 1187 | Instalación 213 | 5,00         | 4,00               | 20,00   
Cliente 1188 | Instalación 133 | 19,00        | 4,00               | 76,00   
Cliente 1189 | Instalación 222 | 5,00         | 6,00               | 30,00   
Cliente 1189 | Instalación 300 | 12,00        | 6,00               | 72,00   
Cliente 1190 | Instalación 294 | 10,00        | 1,00               | 10,00   
Cliente 1191 | Instalación 232 | 19,00        | 3,00               | 57,00   
Cliente 1192 | Instalación 184 | 19,00        | 3,00               | 57,00   
Cliente 1193 | Instalación 415 | 9,00         | 5,00               | 45,00   
Cliente 1194 | Instalación 485 | 19,00        | 3,00               | 57,00   
Cliente 1195 | Instalación 87  | 14,00        | 3,00               | 42,00   
Cliente 1196 | Instalación 359 | 6,00         | 5,00               | 30,00   
Cliente 1197 | Instalación 476 | 10,00        | 3,00               | 30,00   
Cliente 1198 | Instalación 68  | 13,00        | 4,00               | 52,00   
Cliente 1198 | Instalación 191 | 1,00         | 3,00               | 3,00    
Cliente 1199 | Instalación 480 | 7,00         | 2,00               | 14,00   
Cliente 1200 | Instalación 478 | 15,00        | 4,00               | 60,00   
Cliente 1201 | Instalación 311 | 15,00        | 2,00               | 30,00   
Cliente 1202 | Instalación 300 | 11,00        | 2,00               | 22,00   
Cliente 1203 | Instalación 16  | 8,00         | 5,00               | 40,00   
Cliente 1204 | Instalación 223 | 10,00        | 6,00               | 60,00   
Cliente 1205 | Instalación 22  | 12,00        | 2,00               | 24,00   
Cliente 1206 | Instalación 52  | 20,00        | 7,00               | 140,00  
Cliente 1207 | Instalación 181 | 12,00        | 2,00               | 24,00   
Cliente 1208 | Instalación 46  | 20,00        | 6,00               | 120,00  
Cliente 1209 | Instalación 427 | 18,00        | 3,00               | 54,00   
Cliente 1210 | Instalación 169 | 3,00         | 3,00               | 9,00    
Cliente 1210 | Instalación 230 | 3,00         | 6,00               | 18,00   
Cliente 1210 | Instalación 364 | 1,00         | 5,00               | 5,00    
Cliente 1211 | Instalación 46  | 10,00        | 5,00               | 50,00   
Cliente 1212 | Instalación 107 | 11,00        | 2,00               | 22,00   
Cliente 1213 | Instalación 169 | 18,00        | 6,00               | 108,00  
Cliente 1214 | Instalación 261 | 8,00         | 2,00               | 16,00   
Cliente 1215 | Instalación 257 | 12,00        | 3,00               | 36,00   
Cliente 1216 | Instalación 269 | 6,00         | 1,00               | 6,00    
Cliente 1217 | Instalación 150 | 2,00         | 4,00               | 8,00    
Cliente 1217 | Instalación 158 | 3,00         | 5,00               | 15,00   
Cliente 1218 | Instalación 412 | 6,00         | 2,00               | 12,00   
Cliente 1219 | Instalación 372 | 8,00         | 5,00               | 40,00   
Cliente 1220 | Instalación 338 | 16,00        | 3,00               | 48,00   
Cliente 1221 | Instalación 64  | 1,00         | 4,00               | 4,00    
Cliente 1221 | Instalación 214 | 11,00        | 6,00               | 66,00   
Cliente 1222 | Instalación 56  | 16,00        | 1,00               | 16,00   
Cliente 1223 | Instalación 335 | 14,00        | 4,00               | 56,00   
Cliente 1224 | Instalación 455 | 6,00         | 6,00               | 36,00   
Cliente 1225 | Instalación 76  | 8,00         | 1,00               | 8,00    
Cliente 1226 | Instalación 83  | 10,00        | 3,00               | 30,00   
Cliente 1227 | Instalación 33  | 9,00         | 7,00               | 63,00   
Cliente 1228 | Instalación 343 | 4,00         | 6,00               | 24,00   
Cliente 1228 | Instalación 485 | 3,00         | 6,00               | 18,00   
Cliente 1229 | Instalación 340 | 8,00         | 3,00               | 24,00   
Cliente 1230 | Instalación 143 | 6,00         | 3,00               | 18,00   
Cliente 1231 | Instalación 197 | 9,00         | 6,00               | 54,00   
Cliente 1231 | Instalación 204 | 10,00        | 3,00               | 30,00   
Cliente 1232 | Instalación 426 | 19,00        | 2,00               | 38,00   
Cliente 1233 | Instalación 232 | 4,00         | 3,00               | 12,00   
Cliente 1233 | Instalación 456 | 15,00        | 3,00               | 45,00   
Cliente 1234 | Instalación 232 | 17,00        | 2,00               | 34,00   
Cliente 1235 | Instalación 22  | 11,00        | 3,00               | 33,00   
Cliente 1236 | Instalación 102 | 6,00         | 2,00               | 12,00   
Cliente 1237 | Instalación 10  | 5,00         | 4,00               | 20,00   
Cliente 1238 | Instalación 241 | 19,00        | 10,00              | 190,00  
Cliente 1239 | Instalación 131 | 8,00         | 9,00               | 72,00   
Cliente 1239 | Instalación 460 | 4,00         | 7,00               | 28,00   
Cliente 1240 | Instalación 152 | 20,00        | 4,00               | 80,00   
Cliente 1241 | Instalación 407 | 20,00        | 2,00               | 40,00   
Cliente 1242 | Instalación 77  | 10,00        | 3,00               | 30,00   
Cliente 1243 | Instalación 254 | 20,00        | 4,00               | 80,00   
Cliente 1244 | Instalación 109 | 14,00        | 7,00               | 98,00   
Cliente 1245 | Instalación 251 | 12,00        | 7,00               | 84,00   
Cliente 1246 | Instalación 81  | 10,00        | 4,00               | 40,00   
Cliente 1246 | Instalación 369 | 1,00         | 3,00               | 3,00    
Cliente 1246 | Instalación 425 | 3,00         | 3,00               | 9,00    
Cliente 1247 | Instalación 212 | 16,00        | 1,00               | 16,00   
Cliente 1248 | Instalación 314 | 10,00        | 1,00               | 10,00   
Cliente 1248 | Instalación 411 | 5,00         | 5,00               | 25,00   
Cliente 1249 | Instalación 76  | 19,00        | 3,00               | 57,00   
Cliente 1250 | Instalación 37  | 9,00         | 4,00               | 36,00   
Cliente 1251 | Instalación 66  | 18,00        | 2,00               | 36,00   
Cliente 1252 | Instalación 308 | 15,00        | 2,00               | 30,00   
Cliente 1253 | Instalación 167 | 11,00        | 1,00               | 11,00   
Cliente 1254 | Instalación 217 | 20,00        | 3,00               | 60,00   
Cliente 1255 | Instalación 178 | 18,00        | 2,00               | 36,00   
Cliente 1256 | Instalación 152 | 4,00         | 2,00               | 8,00    
Cliente 1256 | Instalación 339 | 3,00         | 3,00               | 9,00    
Cliente 1257 | Instalación 367 | 19,00        | 2,00               | 38,00   
Cliente 1258 | Instalación 430 | 6,00         | 4,00               | 24,00   
Cliente 1259 | Instalación 268 | 13,00        | 3,00               | 39,00   
Cliente 1260 | Instalación 14  | 17,00        | 1,00               | 17,00   
Cliente 1261 | Instalación 422 | 9,00         | 2,00               | 18,00   
Cliente 1262 | Instalación 455 | 14,00        | 2,00               | 28,00   
Cliente 1263 | Instalación 269 | 6,00         | 1,00               | 6,00    
Cliente 1264 | Instalación 185 | 17,00        | 1,00               | 17,00   
Cliente 1265 | Instalación 267 | 10,00        | 3,00               | 30,00   
Cliente 1266 | Instalación 147 | 15,00        | 3,00               | 45,00   
Cliente 1267 | Instalación 197 | 12,00        | 2,00               | 24,00   
Cliente 1268 | Instalación 451 | 11,00        | 4,00               | 44,00   
Cliente 1269 | Instalación 178 | 5,00         | 4,00               | 20,00   
Cliente 1270 | Instalación 237 | 8,00         | 7,00               | 56,00   
Cliente 1271 | Instalación 83  | 5,00         | 7,00               | 35,00   
Cliente 1272 | Instalación 231 | 10,00        | 4,00               | 40,00   
Cliente 1273 | Instalación 306 | 6,00         | 1,00               | 6,00    
Cliente 1274 | Instalación 214 | 8,00         | 7,00               | 56,00   
Cliente 1275 | Instalación 7   | 1,00         | 4,00               | 4,00    
Cliente 1275 | Instalación 332 | 17,00        | 6,00               | 102,00  
Cliente 1276 | Instalación 462 | 19,00        | 4,00               | 76,00   
TOTAL        |                 |              |                    | 57874,00
